,country,study,doi,subregion,start_year,end_year,class_consumed,ab_consumed,amt_consumed,percent_isolates_resistant,notes,pathogen,ab_for_resistance,class_for_resistance,ab_setting,pathogen_setting,units,Region,income_group
1610,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC,11,55,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1611,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (cephalopsporins consumption),16,41,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1612,China,Successful control of resistance in Pseudomonas aeruginosa using antibiotic stewardship and infection control programs at a Chinese university Hospital: a 6-year prospective study,https://doi.org/10.2147/IDR.S163853,China,NA,2012,Aminoglycosides,Gentamicin,45,34,"DDD/1000 patients days, antimicrobial agent use averaged together, not individual",P. aeruginosa,NA,Aminoglycosides,hospital,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,Upper middle income
1613,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (B-lactams consumption),32,41,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1614,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (B-lactams consumption),33,45,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1615,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC,8,65,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1616,China,Trends in and correlations between antibiotic consumption and resistance of Staphylococcus aureus at a tertiary Hospital in China before and after introduction of an antimicrobial stewardship programme,10.1017/S0950268818003059,China,NA,2010,"Beta lactam antibacterials, penicillins",methicillin,797,68,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital + community,DDD/1000 patient days,East Asia & Pacific,Upper middle income
1617,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (B-lactams consumption),29,44,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1618,China,Successful control of resistance in Pseudomonas aeruginosa using antibiotic stewardship and infection control programs at a Chinese university Hospital: a 6-year prospective study,https://doi.org/10.2147/IDR.S163853,China,NA,2012,Carbapenems,Meropenem,45,19,"DDD/1000 patients days, antimicrobial agent use averaged together, not individual",P. aeruginosa,NA,Carbapenems,hospital,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,Upper middle income
1619,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (cephalopsporins consumption),17,47,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1620,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (cephalopsporins consumption),17,48,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1621,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC,3,24,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1622,China,Trends in and correlations between antibiotic consumption and resistance of Staphylococcus aureus at a tertiary Hospital in China before and after introduction of an antimicrobial stewardship programme,10.1017/S0950268818003059,China,NA,2011,"Beta lactam antibacterials, penicillins",methicillin,341,52,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital + community,DDD/1000 patient days,East Asia & Pacific,Upper middle income
1623,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC,18,51,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1624,China,A Nonlinear Time-Series Analysis to Identify the Thresholds in Relationships Between Antimicrobial Consumption and Resistance in a Chinese Tertiary Hospital,https://doi.org/10.1007/s40121-022-00608-w,China,NA,NA,Carbapenems,Carbapenems,28,5,DDD/ 1000 occupied bed days,A. baumannii,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,East Asia & Pacific,Upper middle income
1625,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (B-lactams consumption),30,52,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1626,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (cephalopsporins consumption),19,43,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1627,China,Trends in and correlations between antibiotic consumption and resistance of Staphylococcus aureus at a tertiary Hospital in China before and after introduction of an antimicrobial stewardship programme,10.1017/S0950268818003059,China,NA,2013,"Beta lactam antibacterials, penicillins",methicillin,393,67,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital + community,DDD/1000 patient days,East Asia & Pacific,Upper middle income
1628,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (B-lactams consumption),34,34,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1629,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC,22,49,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1630,China,Trends in and correlations between antibiotic consumption and resistance of Staphylococcus aureus at a tertiary Hospital in China before and after introduction of an antimicrobial stewardship programme,10.1017/S0950268818003059,China,NA,2013,"Beta lactam antibacterials, penicillins",methicillin,311,16,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital + community,DDD/1000 patient days,East Asia & Pacific,Upper middle income
1631,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (B-lactams consumption),35,37,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1632,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC,23,46,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1633,China,Successful control of resistance in Pseudomonas aeruginosa using antibiotic stewardship and infection control programs at a Chinese university Hospital: a 6-year prospective study,https://doi.org/10.2147/IDR.S163853,China,NA,2017,Aminoglycosides,Amikacin,38,3,"DDD/1000 patients days, antimicrobial agent use averaged together, not individual",P. aeruginosa,Amikacin,Aminoglycosides,hospital,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,Upper middle income
1634,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (B-lactams consumption),38,24,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1635,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (3GC excluding combinations with B-lactamse inhibitors consumption),0,25,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1636,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC (3GC excluding combinations with B-lactamse inhibitors consumption),0,35,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1637,China,Association between the rate of third generation cephalosporin-resistant Escherichia coli and Klebsiella pneumoniae and antibiotic consumption based on 143 Chinese tertiary Hospitals data in 2014,https://doi.org/10.1007/s10096-020-03856-1,China,NA,2014,Cephalosporin (undefined and 1st/2nd gen),3GC,7,34,NA,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,NA,East Asia & Pacific,Upper middle income
1638,China,Trends in and correlations between antibiotic consumption and resistance of Staphylococcus aureus at a tertiary Hospital in China before and after introduction of an antimicrobial stewardship programme,10.1017/S0950268818003059,China,NA,2015,"Beta lactam antibacterials, penicillins",methicillin,311,38,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital + community,DDD/1000 patient days,East Asia & Pacific,Upper middle income
1639,China,Successful control of resistance in Pseudomonas aeruginosa using antibiotic stewardship and infection control programs at a Chinese university Hospital: a 6-year prospective study,https://doi.org/10.2147/IDR.S163853,China,NA,2017,Cephalosporin (undefined and 1st/2nd gen),Ceftazidime,38,8,"DDD/1000 patients days, antimicrobial agent use averaged together, not individual",P. aeruginosa,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,Upper middle income
1640,China,Successful control of resistance in Pseudomonas aeruginosa using antibiotic stewardship and infection control programs at a Chinese university Hospital: a 6-year prospective study,https://doi.org/10.2147/IDR.S163853,China,NA,2012,Fluoroquinolones,Ciprofloxacin,45,22,"DDD/1000 patients days, antimicrobial agent use averaged together, not individual",P. aeruginosa,NA,Quinolones,hospital,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,Upper middle income
